drug_name,category,manufacturer,region,year,month,units_sold,price_per_unit,revenue,lifecycle,date
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,6,1903,12.56,23901.68,Maturity,2023-06-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,7,1684,12.56,21151.04,Maturity,2023-07-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,8,1741,12.56,21866.96,Maturity,2023-08-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,9,1699,12.56,21339.44,Maturity,2023-09-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,10,1714,12.56,21527.84,Maturity,2023-10-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,11,1580,12.56,19844.8,Maturity,2023-11-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2023,12,1504,12.56,18890.24,Maturity,2023-12-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,1,1663,12.01,19972.63,Maturity,2024-01-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,2,1708,12.01,20513.08,Maturity,2024-02-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,3,1733,12.01,20813.33,Maturity,2024-03-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,4,1850,12.01,22218.5,Maturity,2024-04-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,5,1670,12.01,20056.7,Maturity,2024-05-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,6,1833,12.01,22014.33,Maturity,2024-06-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,7,1807,12.01,21702.07,Maturity,2024-07-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,8,1878,12.01,22554.78,Maturity,2024-08-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,9,1672,12.01,20080.72,Maturity,2024-09-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,10,1580,12.01,18975.8,Maturity,2024-10-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,11,1612,12.01,19360.12,Maturity,2024-11-01
Atorvastatin,Cardiovascular,Pfizer,Latin America,2024,12,1478,12.01,17750.78,Maturity,2024-12-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,1,1023,12.5,12787.5,Maturity,2020-01-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,2,1056,12.5,13200.0,Maturity,2020-02-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,3,1045,12.5,13062.5,Maturity,2020-03-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,4,1025,12.5,12812.5,Maturity,2020-04-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,5,1148,12.5,14350.0,Maturity,2020-05-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,6,1107,12.5,13837.5,Maturity,2020-06-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,7,1142,12.5,14275.0,Maturity,2020-07-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,8,1211,12.5,15137.5,Maturity,2020-08-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,9,1030,12.5,12875.0,Maturity,2020-09-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,10,952,12.5,11900.0,Maturity,2020-10-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,11,968,12.5,12100.0,Maturity,2020-11-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2020,12,959,12.5,11987.5,Maturity,2020-12-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,1,1000,12.83,12830.0,Maturity,2021-01-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,2,992,12.83,12727.36,Maturity,2021-02-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,3,1024,12.83,13137.92,Maturity,2021-03-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,4,1177,12.83,15100.91,Maturity,2021-04-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,5,1111,12.83,14254.13,Maturity,2021-05-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,6,1304,12.83,16730.32,Maturity,2021-06-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,7,1209,12.83,15511.47,Maturity,2021-07-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,8,1122,12.83,14395.26,Maturity,2021-08-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,9,1133,12.83,14536.39,Maturity,2021-09-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,10,966,12.83,12393.78,Maturity,2021-10-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,11,1130,12.83,14497.9,Maturity,2021-11-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2021,12,1020,12.83,13086.6,Maturity,2021-12-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,1,986,13.37,13182.82,Maturity,2022-01-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,2,1161,13.37,15522.57,Maturity,2022-02-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,3,1098,13.37,14680.26,Maturity,2022-03-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,4,1303,13.37,17421.11,Maturity,2022-04-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,5,1168,13.37,15616.16,Maturity,2022-05-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,6,1151,13.37,15388.87,Maturity,2022-06-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,7,1314,13.37,17568.18,Maturity,2022-07-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,8,1115,13.37,14907.55,Maturity,2022-08-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,9,1078,13.37,14412.86,Maturity,2022-09-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,10,1128,13.37,15081.36,Maturity,2022-10-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,11,1153,13.37,15415.61,Maturity,2022-11-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2022,12,996,13.37,13316.52,Maturity,2022-12-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,1,1078,12.56,13539.68,Maturity,2023-01-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,2,1124,12.56,14117.44,Maturity,2023-02-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,3,1224,12.56,15373.44,Maturity,2023-03-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,4,1326,12.56,16654.56,Maturity,2023-04-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,5,1259,12.56,15813.04,Maturity,2023-05-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,6,1218,12.56,15298.08,Maturity,2023-06-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,7,1203,12.56,15109.68,Maturity,2023-07-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,8,1296,12.56,16277.76,Maturity,2023-08-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,9,1263,12.56,15863.28,Maturity,2023-09-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,10,1050,12.56,13188.0,Maturity,2023-10-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,11,1010,12.56,12685.6,Maturity,2023-11-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2023,12,1114,12.56,13991.84,Maturity,2023-12-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,1,1039,12.01,12478.39,Maturity,2024-01-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,2,1150,12.01,13811.5,Maturity,2024-02-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,3,1183,12.01,14207.83,Maturity,2024-03-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,4,1184,12.01,14219.84,Maturity,2024-04-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,5,1253,12.01,15048.53,Maturity,2024-05-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,6,1265,12.01,15192.65,Maturity,2024-06-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,7,1242,12.01,14916.42,Maturity,2024-07-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,8,1221,12.01,14664.21,Maturity,2024-08-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,9,1248,12.01,14988.48,Maturity,2024-09-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,10,1108,12.01,13307.08,Maturity,2024-10-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,11,1220,12.01,14652.2,Maturity,2024-11-01
Atorvastatin,Cardiovascular,Pfizer,Middle East & Africa,2024,12,1199,12.01,14399.99,Maturity,2024-12-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,1,7763,12.5,97037.5,Maturity,2020-01-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,2,9347,12.5,116837.5,Maturity,2020-02-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,3,9379,12.5,117237.5,Maturity,2020-03-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,4,9994,12.5,124925.0,Maturity,2020-04-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,5,9487,12.5,118587.5,Maturity,2020-05-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,6,10798,12.5,134975.0,Maturity,2020-06-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,7,10539,12.5,131737.5,Maturity,2020-07-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,8,10033,12.5,125412.5,Maturity,2020-08-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,9,8580,12.5,107250.0,Maturity,2020-09-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,10,8714,12.5,108925.0,Maturity,2020-10-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,11,7729,12.5,96612.5,Maturity,2020-11-01
Atorvastatin,Cardiovascular,Pfizer,North America,2020,12,7826,12.5,97825.0,Maturity,2020-12-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,1,8801,12.83,112916.83,Maturity,2021-01-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,2,9485,12.83,121692.55,Maturity,2021-02-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,3,9657,12.83,123899.31,Maturity,2021-03-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,4,9542,12.83,122423.86,Maturity,2021-04-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,5,10625,12.83,136318.75,Maturity,2021-05-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,6,9425,12.83,120922.75,Maturity,2021-06-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,7,9043,12.83,116021.69,Maturity,2021-07-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,8,8926,12.83,114520.58,Maturity,2021-08-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,9,9765,12.83,125284.95,Maturity,2021-09-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,10,8907,12.83,114276.81,Maturity,2021-10-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,11,8112,12.83,104076.96,Maturity,2021-11-01
Atorvastatin,Cardiovascular,Pfizer,North America,2021,12,8603,12.83,110376.49,Maturity,2021-12-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,1,8261,13.37,110449.57,Maturity,2022-01-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,2,9272,13.37,123966.64,Maturity,2022-02-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,3,9666,13.37,129234.42,Maturity,2022-03-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,4,10953,13.37,146441.61,Maturity,2022-04-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,5,10504,13.37,140438.48,Maturity,2022-05-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,6,10403,13.37,139088.11,Maturity,2022-06-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,7,9872,13.37,131988.64,Maturity,2022-07-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,8,9732,13.37,130116.84,Maturity,2022-08-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,9,9724,13.37,130009.88,Maturity,2022-09-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,10,9183,13.37,122776.71,Maturity,2022-10-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,11,8151,13.37,108978.87,Maturity,2022-11-01
Atorvastatin,Cardiovascular,Pfizer,North America,2022,12,9491,13.37,126894.67,Maturity,2022-12-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,1,9807,12.56,123175.92,Maturity,2023-01-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,2,10489,12.56,131741.84,Maturity,2023-02-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,3,9985,12.56,125411.6,Maturity,2023-03-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,4,9643,12.56,121116.08,Maturity,2023-04-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,5,9637,12.56,121040.72,Maturity,2023-05-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,6,10199,12.56,128099.44,Maturity,2023-06-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,7,9889,12.56,124205.84,Maturity,2023-07-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,8,10752,12.56,135045.12,Maturity,2023-08-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,9,9228,12.56,115903.68,Maturity,2023-09-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,10,9596,12.56,120525.76,Maturity,2023-10-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,11,9653,12.56,121241.68,Maturity,2023-11-01
Atorvastatin,Cardiovascular,Pfizer,North America,2023,12,9334,12.56,117235.04,Maturity,2023-12-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,1,10022,12.01,120364.22,Maturity,2024-01-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,2,9339,12.01,112161.39,Maturity,2024-02-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,3,9391,12.01,112785.91,Maturity,2024-03-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,4,11401,12.01,136926.01,Maturity,2024-04-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,5,10089,12.01,121168.89,Maturity,2024-05-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,6,10450,12.01,125504.5,Maturity,2024-06-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,7,10063,12.01,120856.63,Maturity,2024-07-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,8,9707,12.01,116581.07,Maturity,2024-08-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,9,9143,12.01,109807.43,Maturity,2024-09-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,10,8844,12.01,106216.44,Maturity,2024-10-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,11,8799,12.01,105675.99,Maturity,2024-11-01
Atorvastatin,Cardiovascular,Pfizer,North America,2024,12,8472,12.01,101748.72,Maturity,2024-12-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,1,2364,6.8,16075.2,Growth,2020-01-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,2,2381,6.8,16190.8,Growth,2020-02-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,3,2909,6.8,19781.2,Growth,2020-03-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,4,2956,6.8,20100.8,Growth,2020-04-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,5,2713,6.8,18448.4,Growth,2020-05-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,6,2794,6.8,18999.2,Growth,2020-06-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,7,3159,6.8,21481.2,Growth,2020-07-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,8,2924,6.8,19883.2,Growth,2020-08-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,9,2759,6.8,18761.2,Growth,2020-09-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,10,2492,6.8,16945.6,Growth,2020-10-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,11,2411,6.8,16394.8,Growth,2020-11-01
Azithromycin,Infectious,Teva,Asia Pacific,2020,12,2255,6.8,15334.0,Growth,2020-12-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,1,2625,6.68,17535.0,Growth,2021-01-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,2,3180,6.68,21242.4,Growth,2021-02-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,3,3296,6.68,22017.28,Growth,2021-03-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,4,2948,6.68,19692.64,Growth,2021-04-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,5,2988,6.68,19959.84,Growth,2021-05-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,6,3039,6.68,20300.52,Growth,2021-06-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,7,3536,6.68,23620.48,Growth,2021-07-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,8,3042,6.68,20320.56,Growth,2021-08-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,9,3118,6.68,20828.24,Growth,2021-09-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,10,2921,6.68,19512.28,Growth,2021-10-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,11,3044,6.68,20333.92,Growth,2021-11-01
Azithromycin,Infectious,Teva,Asia Pacific,2021,12,2835,6.68,18937.8,Growth,2021-12-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,1,3408,6.75,23004.0,Growth,2022-01-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,2,3336,6.75,22518.0,Growth,2022-02-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,3,3498,6.75,23611.5,Growth,2022-03-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,4,4092,6.75,27621.0,Growth,2022-04-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,5,4013,6.75,27087.75,Growth,2022-05-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,6,4283,6.75,28910.25,Growth,2022-06-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,7,3808,6.75,25704.0,Growth,2022-07-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,8,3795,6.75,25616.25,Growth,2022-08-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,9,3612,6.75,24381.0,Growth,2022-09-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,10,3204,6.75,21627.0,Growth,2022-10-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,11,3193,6.75,21552.75,Growth,2022-11-01
Azithromycin,Infectious,Teva,Asia Pacific,2022,12,3350,6.75,22612.5,Growth,2022-12-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,1,3865,6.68,25818.2,Growth,2023-01-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,2,3985,6.68,26619.8,Growth,2023-02-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,3,3944,6.68,26345.92,Growth,2023-03-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,4,4194,6.68,28015.92,Growth,2023-04-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,5,4676,6.68,31235.68,Growth,2023-05-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,6,4599,6.68,30721.32,Growth,2023-06-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,7,4376,6.68,29231.68,Growth,2023-07-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,8,4127,6.68,27568.36,Growth,2023-08-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,9,3710,6.68,24782.8,Growth,2023-09-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,10,3634,6.68,24275.12,Growth,2023-10-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,11,3561,6.68,23787.48,Growth,2023-11-01
Azithromycin,Infectious,Teva,Asia Pacific,2023,12,3655,6.68,24415.4,Growth,2023-12-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,1,4652,7.83,36425.16,Growth,2024-01-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,2,4620,7.83,36174.6,Growth,2024-02-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,3,4802,7.83,37599.66,Growth,2024-03-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,4,5013,7.83,39251.79,Growth,2024-04-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,5,5206,7.83,40762.98,Growth,2024-05-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,6,4575,7.83,35822.25,Growth,2024-06-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,7,5474,7.83,42861.42,Growth,2024-07-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,8,4961,7.83,38844.63,Growth,2024-08-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,9,4954,7.83,38789.82,Growth,2024-09-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,10,4391,7.83,34381.53,Growth,2024-10-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,11,3939,7.83,30842.37,Growth,2024-11-01
Azithromycin,Infectious,Teva,Asia Pacific,2024,12,4323,7.83,33849.09,Growth,2024-12-01
Azithromycin,Infectious,Teva,Europe,2020,1,4107,6.8,27927.6,Growth,2020-01-01
Azithromycin,Infectious,Teva,Europe,2020,2,4307,6.8,29287.6,Growth,2020-02-01
Azithromycin,Infectious,Teva,Europe,2020,3,4509,6.8,30661.2,Growth,2020-03-01
Azithromycin,Infectious,Teva,Europe,2020,4,3962,6.8,26941.6,Growth,2020-04-01
Azithromycin,Infectious,Teva,Europe,2020,5,4541,6.8,30878.8,Growth,2020-05-01
Azithromycin,Infectious,Teva,Europe,2020,6,4278,6.8,29090.4,Growth,2020-06-01
Azithromycin,Infectious,Teva,Europe,2020,7,4814,6.8,32735.2,Growth,2020-07-01
Azithromycin,Infectious,Teva,Europe,2020,8,4497,6.8,30579.6,Growth,2020-08-01
Azithromycin,Infectious,Teva,Europe,2020,9,4132,6.8,28097.6,Growth,2020-09-01
Azithromycin,Infectious,Teva,Europe,2020,10,3780,6.8,25704.0,Growth,2020-10-01
Azithromycin,Infectious,Teva,Europe,2020,11,3783,6.8,25724.4,Growth,2020-11-01
Azithromycin,Infectious,Teva,Europe,2020,12,4021,6.8,27342.8,Growth,2020-12-01
Azithromycin,Infectious,Teva,Europe,2021,1,4148,6.68,27708.64,Growth,2021-01-01
Azithromycin,Infectious,Teva,Europe,2021,2,4546,6.68,30367.28,Growth,2021-02-01
Azithromycin,Infectious,Teva,Europe,2021,3,4987,6.68,33313.16,Growth,2021-03-01
Azithromycin,Infectious,Teva,Europe,2021,4,5365,6.68,35838.2,Growth,2021-04-01
Azithromycin,Infectious,Teva,Europe,2021,5,5003,6.68,33420.04,Growth,2021-05-01
Azithromycin,Infectious,Teva,Europe,2021,6,5259,6.68,35130.12,Growth,2021-06-01
Azithromycin,Infectious,Teva,Europe,2021,7,4695,6.68,31362.6,Growth,2021-07-01
Azithromycin,Infectious,Teva,Europe,2021,8,4667,6.68,31175.56,Growth,2021-08-01
Azithromycin,Infectious,Teva,Europe,2021,9,4390,6.68,29325.2,Growth,2021-09-01
Azithromycin,Infectious,Teva,Europe,2021,10,4822,6.68,32210.96,Growth,2021-10-01
Azithromycin,Infectious,Teva,Europe,2021,11,4282,6.68,28603.76,Growth,2021-11-01
Azithromycin,Infectious,Teva,Europe,2021,12,4618,6.68,30848.24,Growth,2021-12-01
Azithromycin,Infectious,Teva,Europe,2022,1,5343,6.75,36065.25,Growth,2022-01-01
Azithromycin,Infectious,Teva,Europe,2022,2,5940,6.75,40095.0,Growth,2022-02-01
Azithromycin,Infectious,Teva,Europe,2022,3,5361,6.75,36186.75,Growth,2022-03-01
Azithromycin,Infectious,Teva,Europe,2022,4,5495,6.75,37091.25,Growth,2022-04-01
Azithromycin,Infectious,Teva,Europe,2022,5,5571,6.75,37604.25,Growth,2022-05-01
Azithromycin,Infectious,Teva,Europe,2022,6,6152,6.75,41526.0,Growth,2022-06-01
Azithromycin,Infectious,Teva,Europe,2022,7,6140,6.75,41445.0,Growth,2022-07-01
Azithromycin,Infectious,Teva,Europe,2022,8,6202,6.75,41863.5,Growth,2022-08-01
Azithromycin,Infectious,Teva,Europe,2022,9,5919,6.75,39953.25,Growth,2022-09-01
Azithromycin,Infectious,Teva,Europe,2022,10,5833,6.75,39372.75,Growth,2022-10-01
Azithromycin,Infectious,Teva,Europe,2022,11,5564,6.75,37557.0,Growth,2022-11-01
Azithromycin,Infectious,Teva,Europe,2022,12,4921,6.75,33216.75,Growth,2022-12-01
Azithromycin,Infectious,Teva,Europe,2023,1,5946,6.68,39719.28,Growth,2023-01-01
Azithromycin,Infectious,Teva,Europe,2023,2,6216,6.68,41522.88,Growth,2023-02-01
Azithromycin,Infectious,Teva,Europe,2023,3,5835,6.68,38977.8,Growth,2023-03-01
Azithromycin,Infectious,Teva,Europe,2023,4,6295,6.68,42050.6,Growth,2023-04-01
Azithromycin,Infectious,Teva,Europe,2023,5,6817,6.68,45537.56,Growth,2023-05-01
Azithromycin,Infectious,Teva,Europe,2023,6,7359,6.68,49158.12,Growth,2023-06-01
Azithromycin,Infectious,Teva,Europe,2023,7,7023,6.68,46913.64,Growth,2023-07-01
Azithromycin,Infectious,Teva,Europe,2023,8,6054,6.68,40440.72,Growth,2023-08-01
Azithromycin,Infectious,Teva,Europe,2023,9,6458,6.68,43139.44,Growth,2023-09-01
Azithromycin,Infectious,Teva,Europe,2023,10,5748,6.68,38396.64,Growth,2023-10-01
Azithromycin,Infectious,Teva,Europe,2023,11,6178,6.68,41269.04,Growth,2023-11-01
Azithromycin,Infectious,Teva,Europe,2023,12,6216,6.68,41522.88,Growth,2023-12-01
Azithromycin,Infectious,Teva,Europe,2024,1,6309,7.83,49399.47,Growth,2024-01-01
Azithromycin,Infectious,Teva,Europe,2024,2,6621,7.83,51842.43,Growth,2024-02-01
Azithromycin,Infectious,Teva,Europe,2024,3,7366,7.83,57675.78,Growth,2024-03-01
Azithromycin,Infectious,Teva,Europe,2024,4,7155,7.83,56023.65,Growth,2024-04-01
Azithromycin,Infectious,Teva,Europe,2024,5,7275,7.83,56963.25,Growth,2024-05-01
Azithromycin,Infectious,Teva,Europe,2024,6,7979,7.83,62475.57,Growth,2024-06-01
Azithromycin,Infectious,Teva,Europe,2024,7,7595,7.83,59468.85,Growth,2024-07-01
Azithromycin,Infectious,Teva,Europe,2024,8,7779,7.83,60909.57,Growth,2024-08-01
Azithromycin,Infectious,Teva,Europe,2024,9,7897,7.83,61833.51,Growth,2024-09-01
Azithromycin,Infectious,Teva,Europe,2024,10,6515,7.83,51012.45,Growth,2024-10-01
Azithromycin,Infectious,Teva,Europe,2024,11,7351,7.83,57558.33,Growth,2024-11-01
Azithromycin,Infectious,Teva,Europe,2024,12,7252,7.83,56783.16,Growth,2024-12-01
Azithromycin,Infectious,Teva,Latin America,2020,1,1021,6.8,6942.8,Growth,2020-01-01
